age,gender,married,dependents,education,employment_type,years_at_job,annual_income,coapplicant_income,credit_score,credit_history,loan_amount,loan_amount_term,loan_purpose,property_area,collateral_value,loan_status
56,Female,No,3,Not Graduate,Unemployed,15,1818,552,482,Good,660,480,Business,Urban,44,Rejected
39,Female,No,1,Not Graduate,Unemployed,6,942,118,388,Good,747,300,Personal,Semiurban,844,Rejected
39,Male,Yes,2,Not Graduate,Salaried,4,1332,584,600,Good,58,480,Education,Rural,897,Rejected
32,Female,No,3,Graduate,Business,11,1205,3,748,Good,541,360,Other,Rural,11,Rejected
33,Male,No,1,Not Graduate,Self-Employed,8,1622,554,789,Good,768,240,Other,Urban,497,Approved
45,Female,Yes,3,Graduate,Salaried,0,820,718,414,Bad,629,360,Car,Urban,598,Rejected
56,Male,No,2,Not Graduate,Self-Employed,20,764,739,467,Bad,347,300,Personal,Rural,722,Rejected
45,Female,No,2,Graduate,Business,2,1484,30,725,Bad,490,180,Business,Urban,633,Rejected
48,Female,No,0,Not Graduate,Unemployed,9,369,897,303,Good,378,180,Personal,Urban,771,Rejected
62,Male,Yes,1,Graduate,Business,28,568,523,495,Good,143,480,Education,Rural,683,Rejected
59,Male,No,3,Graduate,Business,10,366,596,643,Good,626,480,Business,Semiurban,149,Rejected
50,Male,No,0,Graduate,Business,21,1810,367,542,Good,354,360,Car,Rural,148,Rejected
25,Male,No,3,Not Graduate,Unemployed,16,382,413,805,Good,760,180,Other,Rural,991,Rejected
37,Male,No,0,Graduate,Unemployed,17,103,683,718,Good,589,480,Personal,Semiurban,494,Rejected
38,Female,No,0,Not Graduate,Salaried,24,1046,881,513,Good,154,240,Business,Semiurban,458,Rejected
63,Female,Yes,0,Not Graduate,Salaried,8,716,982,432,Good,362,300,Other,Semiurban,483,Rejected
41,Male,No,2,Graduate,Salaried,27,389,842,823,Good,531,240,Other,Urban,499,Rejected
42,Male,Yes,2,Graduate,Unemployed,17,1547,35,428,Good,726,240,Business,Urban,757,Rejected
59,Female,No,2,Graduate,Unemployed,19,170,536,389,Good,515,240,Home,Urban,420,Rejected
26,Female,No,2,Not Graduate,Business,29,1397,838,872,Good,677,480,Personal,Semiurban,331,Rejected
36,Male,No,3,Not Graduate,Business,12,1631,817,454,Bad,629,240,Business,Rural,607,Rejected
22,Male,Yes,1,Graduate,Self-Employed,9,630,839,624,Good,319,240,Other,Semiurban,711,Rejected
21,Male,Yes,2,Not Graduate,Self-Employed,18,1266,376,430,Good,279,180,Business,Semiurban,379,Rejected
50,Female,No,1,Graduate,Salaried,23,1710,405,551,Good,298,300,Other,Rural,443,Rejected
63,Female,No,0,Graduate,Business,0,239,547,442,Good,699,240,Personal,Semiurban,958,Rejected
57,Female,Yes,1,Not Graduate,Business,8,902,613,429,Good,69,360,Education,Semiurban,264,Rejected
43,Female,Yes,2,Graduate,Self-Employed,19,647,130,432,Good,603,360,Home,Rural,530,Rejected
21,Male,Yes,3,Graduate,Salaried,15,856,77,348,Bad,152,300,Other,Rural,989,Rejected
39,Male,No,2,Not Graduate,Business,13,1365,538,729,Good,469,480,Car,Rural,43,Rejected
23,Male,Yes,3,Not Graduate,Self-Employed,27,495,483,352,Good,769,360,Business,Rural,590,Rejected
22,Female,Yes,2,Graduate,Salaried,7,1267,857,467,Good,80,360,Car,Urban,45,Rejected
57,Female,Yes,0,Not Graduate,Salaried,7,1119,518,343,Good,239,300,Education,Urban,648,Rejected
37,Male,Yes,3,Graduate,Salaried,5,1343,420,559,Bad,221,300,Car,Urban,675,Rejected
48,Male,No,0,Not Graduate,Self-Employed,27,271,950,517,Good,398,360,Home,Rural,916,Rejected
38,Female,Yes,2,Graduate,Business,9,842,43,336,Good,405,480,Other,Urban,78,Rejected
53,Male,Yes,0,Not Graduate,Self-Employed,24,1423,71,627,Good,267,180,Home,Rural,126,Rejected
35,Male,No,1,Not Graduate,Business,7,1031,615,307,Good,339,300,Car,Semiurban,454,Rejected
42,Female,Yes,1,Not Graduate,Business,13,1566,955,405,Good,357,360,Business,Semiurban,413,Rejected
61,Male,No,3,Graduate,Business,29,1537,314,459,Good,677,480,Personal,Rural,174,Rejected
47,Female,Yes,1,Not Graduate,Unemployed,18,1139,691,661,Good,455,480,Education,Semiurban,594,Approved
57,Male,No,1,Graduate,Unemployed,13,1971,131,708,Good,504,180,Personal,Semiurban,787,Approved
52,Male,Yes,2,Graduate,Unemployed,5,724,490,562,Good,107,240,Business,Urban,119,Rejected
39,Male,No,2,Graduate,Salaried,1,695,754,417,Bad,492,240,Personal,Rural,48,Rejected
48,Female,No,1,Graduate,Business,16,1132,129,400,Good,143,300,Personal,Semiurban,30,Rejected
48,Female,No,3,Not Graduate,Salaried,20,224,912,493,Good,402,180,Personal,Urban,304,Rejected
30,Female,No,1,Graduate,Self-Employed,28,145,755,699,Good,286,360,Personal,Urban,522,Rejected
40,Female,No,2,Not Graduate,Business,6,1000,244,651,Bad,230,240,Business,Rural,264,Rejected
45,Male,No,0,Graduate,Unemployed,27,1858,724,528,Good,518,240,Business,Urban,378,Rejected
41,Female,Yes,3,Not Graduate,Self-Employed,5,1397,227,600,Good,770,300,Business,Urban,802,Rejected
34,Male,No,3,Not Graduate,Unemployed,14,1551,211,772,Bad,143,360,Home,Rural,910,Rejected
42,Male,No,1,Graduate,Self-Employed,3,1337,669,702,Bad,421,180,Business,Semiurban,123,Rejected
46,Male,No,0,Not Graduate,Business,3,1930,943,387,Good,51,360,Personal,Semiurban,776,Rejected
64,Male,No,3,Graduate,Business,8,933,362,751,Good,203,360,Personal,Semiurban,259,Approved
31,Male,Yes,3,Not Graduate,Salaried,11,733,641,698,Good,140,360,Personal,Urban,594,Approved
27,Male,No,2,Graduate,Unemployed,2,1621,846,352,Good,244,180,Business,Rural,880,Rejected
37,Male,Yes,1,Graduate,Unemployed,26,1565,615,322,Good,682,240,Other,Rural,564,Rejected
38,Female,No,1,Graduate,Business,12,1446,833,637,Good,97,480,Personal,Semiurban,88,Rejected
27,Male,Yes,3,Not Graduate,Salaried,17,1983,410,530,Good,561,240,Other,Urban,315,Rejected
40,Female,Yes,0,Not Graduate,Salaried,21,942,916,875,Bad,436,240,Home,Rural,250,Rejected
58,Male,Yes,0,Not Graduate,Unemployed,16,685,728,352,Good,106,180,Education,Semiurban,800,Rejected
31,Female,No,0,Not Graduate,Business,17,1207,604,724,Bad,790,240,Car,Rural,534,Rejected
64,Male,Yes,0,Graduate,Unemployed,3,706,388,472,Good,650,240,Car,Semiurban,789,Rejected
36,Female,No,1,Not Graduate,Business,24,1686,832,786,Good,323,360,Car,Rural,400,Approved
47,Male,No,2,Not Graduate,Unemployed,15,528,792,821,Bad,640,480,Other,Semiurban,162,Rejected
31,Female,No,0,Not Graduate,Business,19,531,745,682,Good,150,180,Education,Rural,849,Approved
36,Female,Yes,0,Not Graduate,Salaried,25,1879,792,625,Bad,402,300,Other,Urban,585,Rejected
43,Female,Yes,2,Graduate,Salaried,12,730,559,392,Good,221,180,Personal,Urban,693,Rejected
32,Male,No,1,Not Graduate,Unemployed,10,1017,10,422,Bad,353,360,Business,Semiurban,697,Rejected
60,Male,Yes,2,Not Graduate,Salaried,18,1205,480,886,Bad,66,240,Other,Rural,0,Rejected
23,Female,No,2,Graduate,Unemployed,10,1135,748,628,Good,153,480,Personal,Semiurban,366,Rejected
22,Female,Yes,0,Not Graduate,Salaried,0,306,18,517,Bad,252,300,Other,Urban,576,Rejected
58,Male,No,2,Graduate,Unemployed,27,1050,232,659,Good,119,300,Business,Rural,625,Approved
44,Male,No,2,Not Graduate,Salaried,7,453,273,406,Good,103,240,Business,Urban,551,Rejected
49,Male,Yes,1,Not Graduate,Business,10,144,753,510,Good,64,240,Education,Urban,799,Rejected
54,Male,Yes,0,Not Graduate,Salaried,19,703,6,773,Good,154,360,Business,Urban,352,Approved
40,Male,No,0,Graduate,Business,26,1570,892,385,Good,225,480,Education,Semiurban,881,Rejected
38,Female,Yes,3,Graduate,Salaried,17,291,854,597,Good,758,300,Home,Urban,879,Rejected
34,Female,Yes,0,Graduate,Salaried,6,783,3,770,Good,467,300,Home,Urban,192,Rejected
38,Female,Yes,1,Not Graduate,Business,28,1906,148,454,Good,152,180,Education,Semiurban,974,Rejected
22,Female,Yes,1,Not Graduate,Self-Employed,11,1503,127,663,Good,765,300,Home,Rural,576,Approved
21,Male,Yes,1,Graduate,Unemployed,0,838,40,626,Good,604,360,Home,Urban,271,Rejected
40,Male,No,3,Not Graduate,Self-Employed,18,1524,588,843,Good,738,300,Business,Rural,642,Approved
54,Female,Yes,3,Graduate,Salaried,25,1097,730,692,Good,658,240,Personal,Urban,507,Approved
61,Male,Yes,1,Graduate,Unemployed,10,1710,389,326,Good,669,300,Education,Semiurban,467,Rejected
61,Male,Yes,0,Not Graduate,Unemployed,20,1440,460,492,Bad,386,300,Home,Semiurban,985,Rejected
31,Female,Yes,3,Not Graduate,Unemployed,22,1021,958,833,Good,523,360,Other,Semiurban,607,Approved
47,Female,No,0,Graduate,Unemployed,29,512,145,477,Good,113,360,Personal,Urban,722,Rejected
43,Male,Yes,3,Graduate,Business,2,855,794,416,Good,455,300,Home,Semiurban,729,Rejected
58,Female,No,2,Not Graduate,Self-Employed,12,1212,470,453,Good,238,480,Car,Rural,70,Rejected
64,Male,Yes,1,Not Graduate,Self-Employed,19,1127,685,824,Good,651,300,Education,Rural,236,Rejected
23,Female,No,2,Graduate,Business,4,1022,377,704,Good,731,300,Other,Urban,697,Rejected
32,Male,Yes,1,Not Graduate,Self-Employed,9,1677,813,413,Good,596,180,Other,Rural,834,Rejected
50,Female,Yes,2,Graduate,Salaried,29,313,478,522,Bad,638,300,Personal,Rural,555,Rejected
51,Male,Yes,0,Not Graduate,Unemployed,17,251,596,506,Good,281,180,Education,Semiurban,476,Rejected
43,Male,Yes,0,Graduate,Salaried,27,118,984,656,Bad,758,240,Car,Rural,676,Rejected
21,Male,No,1,Not Graduate,Salaried,24,140,556,356,Good,408,480,Home,Semiurban,234,Rejected
61,Female,Yes,0,Not Graduate,Self-Employed,6,1726,42,677,Good,119,360,Home,Urban,208,Approved
40,Male,No,1,Not Graduate,Business,1,1846,719,884,Good,159,180,Car,Semiurban,646,Rejected
26,Male,No,2,Not Graduate,Business,11,594,49,707,Good,392,360,Other,Semiurban,766,Rejected
31,Female,Yes,1,Not Graduate,Salaried,21,460,847,763,Bad,610,360,Home,Rural,240,Rejected
55,Female,No,3,Graduate,Unemployed,6,240,230,849,Bad,538,180,Business,Rural,482,Rejected
24,Male,No,2,Not Graduate,Salaried,27,165,276,630,Bad,142,300,Business,Semiurban,954,Rejected
49,Male,Yes,2,Not Graduate,Unemployed,25,1982,496,336,Good,444,360,Business,Semiurban,933,Rejected
30,Female,Yes,1,Graduate,Unemployed,11,163,639,780,Good,354,300,Personal,Semiurban,825,Rejected
49,Female,Yes,3,Not Graduate,Salaried,3,555,288,625,Bad,424,360,Home,Rural,176,Rejected
58,Male,Yes,3,Graduate,Salaried,10,1263,219,534,Good,502,180,Personal,Urban,103,Rejected
21,Male,Yes,0,Not Graduate,Self-Employed,19,1664,29,570,Good,68,480,Home,Urban,492,Rejected
60,Female,Yes,2,Not Graduate,Unemployed,7,1536,893,434,Good,270,480,Education,Rural,442,Rejected
28,Male,Yes,0,Graduate,Salaried,1,313,896,795,Good,335,300,Personal,Urban,683,Rejected
58,Male,No,2,Graduate,Self-Employed,17,1409,708,666,Good,379,360,Education,Urban,333,Approved
37,Male,No,2,Not Graduate,Unemployed,17,684,32,321,Good,208,360,Personal,Rural,242,Rejected
39,Female,Yes,2,Not Graduate,Salaried,26,808,74,618,Good,324,180,Business,Urban,390,Rejected
53,Female,No,2,Graduate,Unemployed,1,711,248,300,Bad,782,360,Business,Semiurban,957,Rejected
35,Male,No,1,Graduate,Unemployed,22,112,839,431,Good,390,300,Business,Rural,779,Rejected
51,Male,No,3,Not Graduate,Business,3,1253,94,422,Good,651,360,Car,Rural,308,Rejected
41,Male,Yes,2,Not Graduate,Self-Employed,20,644,212,754,Good,55,240,Other,Semiurban,276,Approved
23,Female,No,0,Graduate,Business,7,871,88,532,Good,606,180,Education,Rural,159,Rejected
22,Male,Yes,0,Graduate,Business,22,539,145,434,Good,623,480,Education,Rural,263,Rejected
55,Female,No,1,Not Graduate,Business,10,685,907,781,Good,783,480,Business,Semiurban,739,Rejected
61,Male,Yes,3,Graduate,Salaried,7,540,907,311,Bad,68,240,Car,Urban,813,Rejected
36,Female,No,2,Not Graduate,Business,4,964,482,310,Good,590,300,Other,Semiurban,514,Rejected
41,Male,No,1,Not Graduate,Business,7,357,447,893,Good,389,180,Personal,Rural,872,Rejected
32,Female,Yes,0,Graduate,Unemployed,0,224,284,741,Bad,97,240,Personal,Semiurban,949,Rejected
48,Female,No,3,Not Graduate,Business,29,1826,717,572,Bad,91,300,Business,Urban,496,Rejected
32,Male,Yes,2,Graduate,Unemployed,20,879,332,699,Good,512,360,Education,Rural,218,Rejected
53,Female,Yes,3,Not Graduate,Self-Employed,11,1267,786,702,Good,429,360,Home,Semiurban,888,Approved
40,Male,Yes,0,Graduate,Unemployed,10,159,83,792,Good,120,180,Business,Semiurban,854,Rejected
60,Female,No,1,Graduate,Salaried,9,1350,257,749,Good,755,480,Car,Urban,230,Rejected
41,Male,No,1,Graduate,Business,1,539,267,578,Good,428,480,Car,Urban,434,Rejected
59,Female,Yes,0,Not Graduate,Salaried,20,940,939,718,Good,289,180,Personal,Semiurban,394,Approved
61,Female,Yes,2,Graduate,Self-Employed,28,230,329,693,Bad,176,240,Personal,Urban,846,Rejected
62,Male,Yes,2,Not Graduate,Salaried,12,831,291,334,Good,597,240,Business,Semiurban,859,Rejected
56,Female,No,3,Not Graduate,Unemployed,11,1303,912,769,Bad,443,180,Personal,Urban,576,Rejected
42,Male,No,0,Not Graduate,Business,17,627,390,811,Good,220,180,Home,Semiurban,768,Approved
46,Male,Yes,0,Graduate,Unemployed,21,1611,868,605,Good,65,300,Business,Semiurban,107,Rejected
27,Male,No,2,Not Graduate,Salaried,24,822,995,811,Good,378,180,Personal,Semiurban,571,Approved
27,Female,No,0,Not Graduate,Unemployed,27,1582,273,742,Good,98,240,Business,Rural,16,Rejected
28,Female,Yes,1,Not Graduate,Salaried,29,329,780,851,Good,253,360,Personal,Rural,247,Rejected
46,Female,Yes,2,Not Graduate,Salaried,17,1297,972,759,Good,479,480,Personal,Urban,445,Approved
44,Male,No,2,Not Graduate,Salaried,9,386,571,712,Bad,704,180,Business,Rural,483,Rejected
44,Male,Yes,1,Graduate,Salaried,1,100,999,824,Good,566,240,Education,Rural,19,Rejected
60,Female,Yes,0,Graduate,Self-Employed,25,1103,907,699,Good,758,300,Other,Semiurban,906,Rejected
32,Male,No,2,Not Graduate,Business,18,1562,846,837,Bad,685,240,Education,Semiurban,470,Rejected
28,Female,Yes,2,Graduate,Unemployed,25,641,431,378,Good,757,360,Business,Urban,547,Rejected
29,Female,Yes,2,Graduate,Unemployed,20,1074,690,866,Good,488,360,Education,Urban,189,Rejected
23,Male,No,0,Not Graduate,Unemployed,25,1651,100,801,Bad,185,300,Other,Semiurban,139,Rejected
41,Male,Yes,2,Graduate,Salaried,13,1191,578,484,Good,295,300,Business,Semiurban,551,Rejected
51,Male,No,0,Graduate,Salaried,24,1211,955,572,Good,103,480,Personal,Rural,928,Rejected
44,Male,Yes,3,Graduate,Business,18,267,393,300,Good,54,240,Personal,Rural,744,Rejected
24,Female,No,1,Graduate,Business,24,1722,790,448,Good,221,360,Personal,Semiurban,283,Rejected
40,Male,No,0,Not Graduate,Business,8,116,131,529,Good,780,480,Business,Rural,440,Rejected
36,Male,Yes,0,Graduate,Unemployed,24,1113,747,419,Good,311,180,Education,Urban,255,Rejected
30,Male,Yes,1,Graduate,Business,19,710,125,638,Good,105,360,Personal,Urban,283,Rejected
63,Female,Yes,0,Not Graduate,Salaried,25,475,24,366,Good,196,360,Personal,Urban,18,Rejected
46,Male,No,1,Graduate,Business,5,893,960,794,Good,426,180,Other,Semiurban,808,Approved
49,Male,No,3,Not Graduate,Self-Employed,17,902,188,382,Good,402,480,Business,Urban,346,Rejected
25,Female,Yes,2,Graduate,Salaried,16,562,68,447,Good,385,300,Business,Rural,649,Rejected
31,Female,Yes,1,Graduate,Self-Employed,17,1522,452,308,Good,100,480,Car,Urban,601,Rejected
49,Female,No,1,Graduate,Business,19,510,46,857,Good,56,360,Personal,Semiurban,610,Approved
35,Male,Yes,2,Graduate,Self-Employed,6,1451,282,755,Good,65,360,Car,Rural,387,Approved
26,Female,No,2,Not Graduate,Salaried,1,1368,636,587,Good,591,300,Personal,Rural,327,Rejected
35,Female,Yes,0,Not Graduate,Unemployed,9,1778,701,836,Good,623,180,Home,Semiurban,365,Approved
63,Male,Yes,0,Graduate,Salaried,0,216,582,833,Bad,726,360,Home,Urban,733,Rejected
40,Male,Yes,0,Not Graduate,Salaried,18,1579,560,513,Good,703,240,Home,Semiurban,680,Rejected
54,Female,No,2,Not Graduate,Salaried,22,1110,316,424,Good,409,360,Education,Rural,290,Rejected
22,Male,Yes,2,Graduate,Self-Employed,18,1383,855,468,Good,322,300,Education,Semiurban,816,Rejected
64,Male,No,2,Not Graduate,Salaried,1,548,342,561,Good,441,240,Business,Semiurban,390,Rejected
36,Female,No,0,Not Graduate,Salaried,14,1404,455,545,Good,446,360,Personal,Urban,181,Rejected
39,Male,Yes,2,Not Graduate,Salaried,16,582,413,824,Bad,718,240,Personal,Urban,322,Rejected
54,Male,Yes,2,Graduate,Business,2,1259,798,547,Good,372,360,Education,Semiurban,929,Rejected
34,Female,No,3,Graduate,Self-Employed,29,532,399,806,Good,761,480,Business,Semiurban,222,Rejected
44,Female,Yes,1,Graduate,Business,6,1524,347,676,Good,529,300,Business,Rural,337,Approved
48,Male,Yes,1,Graduate,Salaried,18,127,192,308,Good,124,300,Home,Rural,681,Rejected
52,Female,No,2,Graduate,Business,20,991,778,360,Good,213,180,Car,Rural,444,Rejected
57,Female,Yes,0,Graduate,Unemployed,26,974,445,380,Good,270,360,Car,Semiurban,237,Rejected
30,Male,No,3,Graduate,Salaried,21,1641,754,752,Good,54,300,Business,Rural,392,Approved
29,Male,No,3,Graduate,Business,11,1946,293,792,Good,585,480,Home,Semiurban,532,Approved
44,Male,No,1,Not Graduate,Salaried,13,166,470,305,Good,132,360,Car,Rural,386,Rejected
56,Female,No,3,Not Graduate,Unemployed,20,279,863,612,Good,553,240,Home,Rural,484,Rejected
49,Female,No,3,Graduate,Salaried,16,812,991,544,Good,394,180,Personal,Semiurban,151,Rejected
49,Male,Yes,3,Graduate,Salaried,29,1074,766,698,Good,400,480,Business,Semiurban,694,Approved
43,Male,No,2,Graduate,Business,20,1163,254,642,Good,330,360,Education,Urban,509,Rejected
47,Male,No,1,Not Graduate,Salaried,18,1719,92,435,Good,329,240,Business,Semiurban,141,Rejected
51,Male,Yes,1,Graduate,Unemployed,23,1779,862,516,Good,503,360,Other,Urban,714,Rejected
63,Female,No,0,Not Graduate,Unemployed,4,1197,570,543,Bad,647,240,Car,Semiurban,601,Rejected
27,Female,No,2,Graduate,Business,7,1201,146,561,Good,323,360,Other,Rural,723,Rejected
24,Female,Yes,3,Graduate,Salaried,8,986,264,801,Good,742,360,Personal,Rural,959,Rejected
34,Female,Yes,2,Not Graduate,Self-Employed,1,1011,607,723,Good,250,360,Car,Rural,860,Rejected
62,Female,Yes,3,Not Graduate,Salaried,14,114,862,370,Good,109,240,Car,Urban,536,Rejected
62,Female,No,3,Not Graduate,Self-Employed,19,780,708,780,Good,758,180,Education,Rural,173,Rejected
30,Male,No,0,Not Graduate,Salaried,15,957,790,399,Good,442,360,Car,Urban,627,Rejected
64,Female,No,0,Graduate,Unemployed,25,621,877,701,Good,484,240,Personal,Urban,654,Rejected
54,Female,Yes,0,Not Graduate,Unemployed,16,1951,694,735,Good,132,180,Business,Urban,589,Approved
46,Female,No,3,Graduate,Salaried,9,1519,84,393,Bad,102,480,Business,Rural,568,Rejected
43,Female,No,3,Graduate,Salaried,11,392,787,771,Good,374,360,Other,Urban,729,Rejected
29,Male,No,2,Not Graduate,Unemployed,8,1891,652,334,Bad,238,300,Personal,Semiurban,63,Rejected
57,Male,Yes,1,Graduate,Salaried,25,1393,876,477,Good,526,240,Education,Urban,129,Rejected
28,Female,Yes,3,Graduate,Salaried,27,508,56,372,Good,346,480,Car,Rural,627,Rejected
34,Male,Yes,2,Graduate,Business,23,833,915,397,Good,623,480,Other,Rural,441,Rejected
27,Male,Yes,2,Not Graduate,Business,12,1560,379,748,Good,718,300,Personal,Semiurban,408,Approved
27,Male,No,3,Not Graduate,Business,1,257,686,558,Good,230,240,Personal,Urban,820,Rejected
29,Male,No,3,Not Graduate,Self-Employed,28,1990,204,304,Bad,83,180,Home,Semiurban,710,Rejected
23,Female,No,0,Graduate,Unemployed,26,1074,902,311,Good,199,300,Education,Rural,174,Rejected
34,Female,Yes,0,Graduate,Salaried,5,322,673,557,Good,173,300,Other,Rural,943,Rejected
37,Female,No,0,Not Graduate,Unemployed,20,713,951,548,Good,132,480,Car,Urban,836,Rejected
64,Female,No,2,Not Graduate,Salaried,20,991,627,639,Good,525,300,Home,Urban,478,Rejected
42,Female,No,0,Not Graduate,Salaried,2,1622,180,627,Good,87,360,Business,Semiurban,335,Rejected
46,Male,No,3,Not Graduate,Unemployed,16,757,436,537,Good,436,240,Other,Semiurban,132,Rejected
48,Female,Yes,0,Graduate,Self-Employed,13,1505,336,758,Good,486,300,Education,Urban,507,Approved
34,Female,No,3,Graduate,Self-Employed,10,1962,574,636,Good,481,180,Other,Urban,536,Rejected
29,Male,Yes,3,Graduate,Self-Employed,5,550,157,560,Good,459,360,Education,Urban,716,Rejected
46,Male,No,1,Graduate,Self-Employed,21,104,195,620,Good,331,240,Business,Urban,957,Rejected
22,Female,Yes,1,Not Graduate,Business,4,1212,758,760,Bad,758,240,Home,Urban,835,Rejected
31,Male,Yes,0,Not Graduate,Unemployed,8,1907,515,340,Good,552,180,Education,Semiurban,485,Rejected
37,Female,Yes,3,Graduate,Self-Employed,9,1330,164,641,Good,717,180,Personal,Urban,26,Rejected
54,Male,No,1,Not Graduate,Self-Employed,11,951,550,507,Bad,453,360,Home,Semiurban,824,Rejected
39,Female,Yes,2,Graduate,Self-Employed,24,1164,35,394,Bad,470,360,Car,Semiurban,535,Rejected
59,Female,Yes,1,Not Graduate,Self-Employed,29,799,654,872,Good,145,180,Other,Semiurban,683,Approved
